Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
206,,,Ready meals and other vegetable products (inc takeaways),,g,9.54596272418461,9.7594856917028,10.4686648171428,9.49624955355718,10.8934889673406,12.5624198850955,11.9998081310753,11.6891049480227,12.1956404113122,16.162325027459,16.9778728662081,18.1460448295079,25.0093404574986,28.2220776459431,32.1923922760363,33.5068999245227,36.2120726745282,39.5298246849115,45.7581685529114,50.7841064788734,53.8508589588605,51.389813409455,57.4384798285567,54.3729595902417,53.5555031132569,61.3882077409765,55.5768053867038,59.852644764226412,61.029347863739517,60.427917349315024,62.521971263562378,66.861183098043554,65.60060261556437,63.882067349421398,61.7598533961414,63.338159310828104,66.963521412249435,65.946072763329155,65.4531507965039,67.4815208726076,68.499297913938,70.4405572809133,72.8132800497921,75.4067681667719,81.5715716401658,84.9615604138728,86.552502573394,96.8936824584224,üü,18.783640562727619,11.947869301941166,yes,k,,üüü
20601,,,,"Ready meals and other vegetable products, frozen or not frozen",g,7.54131055210584,7.70999369644521,8.27024520554283,7.50203714731017,8.60585628419905,9.92431170922544,9.47984842354945,9.23439290893792,9.63455592493667,12.7682367716926,13.4125195643044,14.3353754153112,19.7573789614239,22.2954413402951,25.4319898980687,26.4704509403729,28.6075374128773,31.2285615010801,36.1489531568,40.11944411831,42.5421785774998,43.0144182378944,47.9240226397261,45.2902391611434,44.620713866296,50.8793184414411,48.9279747972819,48.924603636657544,51.844686704415352,49.974902572012944,51.121678675656156,55.256948724899971,55.475482950835648,54.420740686614948,52.2864876184578,52.924713807510329,57.847259198729752,56.277650422201859,57.3636402389896,59.4945030744246,59.309081927545,61.916119704664,63.3931223829169,66.3108693758865,71.9164995094645,76.2464347477243,76.7254836653203,87.2025593568644,üü,21.255289052810738,13.6552748722257,yes,k,,üüü
20604,,,,All vegetable takeaway products,g,2.00465217207877,2.04949199525759,2.19841961159999,1.99421240624701,2.28763268314152,2.63810817587005,2.5199597075258,2.45471203908476,2.56108448637557,3.3940882557664,3.56535330190369,3.81066941419665,5.2519614960747,5.92663630564805,6.76040237796763,7.03644898414977,7.60453526165091,8.30126318383142,9.6092153961114,10.6646623605634,11.3086803813607,8.37539517156051,9.5144571888306,9.08272042909828,8.93478924696088,10.5088892995354,6.64883058942192,10.928041127568799,9.1846611593242287,10.453014777302039,11.400292587906174,11.6042343731435,10.125119664728778,9.4613266628064387,9.47336577768357,10.413445503317798,9.1162622135197093,9.6684223411272612,8.08951055751438,7.98701779818298,9.19021598639295,8.52443757624929,9.42015766687507,9.09589879088544,9.6550721307013,8.71512566614837,9.82701890807367,9.69112310155801,ü,0.37338893349204882,-1.3828792616244527,,,,üü
208,,,Other frozen vegetables,,g,14.2032302026244,19.658125583693,23.4506901379376,25.9393248786405,22.078370338309,31.9341121994038,31.4231180528556,32.9038121723765,37.7461408704496,34.1728324620103,36.8861343318068,51.2076491768713,51.9028820920878,54.7453197500601,50.6632791652672,56.1353606955898,57.7534439980623,62.4597668158594,60.7092995526824,57.6507414281947,59.6572752350886,59.1351463423641,56.1077863147776,53.376973573655,51.7855928650173,53.0467796666118,47.3668509731993,36.002865029493329,37.031275894230639,39.875680849948857,32.363731049595025,35.33623567136798,36.28600406936787,35.764318239608976,35.7204722709987,36.659286991969509,33.753022253803714,36.90012523505257,39.9067507678469,39.7482945129162,38.4866536541815,39.0800269432276,34.1698353801717,36.1411460031122,42.1162020379755,38.0722626629672,39.4863275944318,45.8383341650479,ü,8.8377677638553376,16.086597456867111,,,,üü
cat810,Fresh and processed fruit,,,,g,730.802650890829,738.172723246338,761.405381584868,724.752335310344,748.768356621409,796.237631639768,857.400545931466,853.254367327143,824.652300702353,874.875278388653,851.224456196701,825.487785239062,941.163660895691,951.660911548894,974.152853604296,988.86306891006,962.137281948458,1024.79570473858,1000.07108633439,1009.63657189846,1038.93804840406,1068.2085055396,1088.14256578496,1131.83308262985,1155.11232981476,1130.93312601684,1188.95047577982,1156.5359708986937,1206.2538028803031,1190.0191603459489,1168.1657212197942,1292.2902648505972,1312.8684574705953,1281.4111906826881,1199.22437818266,1142.9944663637116,1133.1131168292143,1149.8010132120389,1106.70276810009,1114.24000097271,1095.63125927316,1092.62421169498,1092.30210932282,1129.87483486512,1096.52110179372,1105.63758049171,1079.66443946742,1159.32591758853,üüü,5.7276431517886586,7.3783552749408328,,,,üüü
210231,,Fresh fruit,,,g,514.845980256175,510.557211653206,535.522249615312,511.768795108477,530.786455953288,573.835501183975,607.691961444067,585.06297683225,546.468984904528,571.200551887933,554.485831538664,539.850476984818,592.936871184287,592.423221269088,612.898821899842,626.451786380345,624.20850051357,629.27991684132,637.668302927552,636.298352697087,665.316339870178,693.476412014439,705.429654303941,730.645997682112,734.044086954998,728.747326751751,764.61247671813,750.28741997148393,793.60600066073096,788.57307402823983,805.12535405629035,855.71393742505495,854.67833298375137,855.32374327828995,789.866975847446,761.60479305001513,755.15059861153748,764.35872682418562,744.363475050476,743.908170194428,765.641850390794,773.426610771099,779.771169153751,814.228020894489,784.083993726055,786.992707664621,767.193046557947,810.559710438005,üüü,3.3766429264975359,5.6526403718887357,,,,üüü
210,,,Fresh oranges,,g,95.0203426728064,99.7426916400412,95.8848899939619,90.8692499970253,86.8698737362955,90.4945873783625,93.6127252019017,89.8645384925363,80.1632101444784,82.4911692184544,79.1263939374164,72.0805859016785,89.3624155216196,76.4059330326977,91.7487101569206,86.0611788857515,82.4788658695899,77.0993747870544,73.0851289335308,63.1902313065763,66.6047924748521,66.9579277754516,64.9359246867659,63.8960417081232,64.5145960170455,51.1154672110747,55.0919886132891,54.648611157423971,62.080769415760862,64.42695250001168,56.859245023424734,58.977707158370421,54.886472049468104,58.50392081193344,48.6111201374376,45.319634748890515,46.700487611783608,48.336761369373988,49.6376270167541,47.1491756674909,47.8392185760951,48.1267662723306,47.5080049893921,48.2073941104318,49.3294476816082,42.6231720045079,41.6006311734525,49.0472377015083,ü,-0.57209231678686867,17.900224871607033,,,,üü
214,,,Other fresh citrus fruits,,g,40.8479450904918,43.1565997128217,44.7888548808504,50.2153572974197,53.4643227598151,53.5583548526145,58.8009457960133,55.6851537272451,49.8865146511916,57.667805040643,53.9491320800183,46.782983145402,57.4145306780544,61.3859298670074,57.7671492646726,63.4769286438174,53.8946897961204,58.301285550209,61.2929943318525,61.8451384203377,67.3055625705175,68.9720175198764,67.2172978309883,76.415546654402,76.118185692701,71.4444078076354,81.5316379146672,78.202507697130926,92.310126532595007,87.102316411192689,87.588529765844939,91.861287249883745,89.990337792413456,89.445359371121029,82.679649752129,77.737881774967036,71.703582140012983,76.292386110255649,75.0252188312199,73.2484459779555,79.4657639322859,79.4815920721286,81.1733982755175,87.6736899608364,81.5913560065464,87.3844597758839,85.8136838796282,89.7037763868054,üü,9.9427448902897506,4.5331843725924772,,,,üüü
217,,,Fresh apples,,g,207.163205885881,197.878879780069,217.136117566907,189.163958857762,204.201294977385,231.233927858545,229.975761068465,213.886623201967,204.102744933884,208.722652950529,200.74549273451,204.012924212393,213.464605008234,207.652198318871,211.099851130097,213.318734284013,208.853900893778,196.985066957915,193.607858248232,185.852080655098,186.254411663305,189.664708939869,181.485533449723,185.685206199624,186.636393989352,174.439810881235,187.094775550835,174.88760276396724,172.41491492123222,170.59502773911876,172.99167039591759,179.38740445172255,179.75227180605435,178.34434035891425,162.468235254316,162.6506180775292,155.61108966600602,149.04145609920275,134.987920476777,137.42979256821,131.336171001881,135.513074940946,134.397136621595,131.257486905214,112.842367749873,122.259956911353,122.927292276571,132.071025914766,üü,17.040282429659371,7.4383267286350208,yes,k,,üüü
218,,,Fresh pears,,g,22.0873158051687,21.2074461175559,23.2487821894554,23.3562320629475,19.4952303216252,28.2751481838555,29.7451721839544,34.4317662035783,26.7223334181812,30.6272493010236,30.9583938224115,31.1866744495539,30.7103122691066,32.0189592285765,39.623156155938,35.6274880053634,39.862010963427,37.3010084765838,38.1561643047728,39.8532851833016,43.7210620032127,42.9062968225142,44.2632580032743,48.8748174436916,45.6181754226249,44.5254036593992,48.4369202093898,39.421494855672165,42.140664673215774,43.968969729360225,47.052477668486119,46.898726308028209,48.853675776124845,44.631102213001881,42.3259747700972,41.546358179780803,42.827488378903681,43.760878771868143,38.1619579517128,35.4034222405221,37.4344034753556,32.5505820032532,34.5017856909554,32.7619826239631,34.2236029570438,32.0544536955217,32.9423936487238,33.0040666388338,ü,-3.5634363796841599,0.18721465952863209,,,,üü
221,,,Fresh stone fruit,,g,16.2423134460971,10.15313691891,20.1181784917572,17.7767864647016,21.6205085817219,27.7067585428347,28.917424676787,25.8348426106597,32.466555929762,36.6853405855934,33.8750027066002,35.4820433135404,34.2659807522908,44.3411178304058,31.8810611725735,34.9108167865144,30.8540972035159,36.3129918870533,37.6157074905272,38.4370904914528,43.2803013440055,38.5237687215087,49.1464024273972,46.0660140231652,40.4200553927892,57.9452531414351,57.6075484903499,65.363550776713623,72.258963277314805,67.33403931405833,67.919979958483125,77.852448246032026,72.457147760629439,68.456478527442073,59.6839316047621,60.197867715190398,55.736616100736015,57.889815269724622,55.0627456821159,57.5308825001041,61.7636944486893,70.0421888603967,71.4621280437648,69.3977731775796,73.7549649920513,68.1592413061709,66.4173724303612,66.2836645552944,üü,-10.129894899363148,-0.2013146111840326,,,,üü
222,,,Fresh grapes,,g,8.96759789582815,9.07826757147861,8.38207002200703,6.16073029367603,7.05219708948934,11.1706240138286,12.6345159718681,16.111864769835,13.3163263379763,14.8797498661343,13.9723351030884,18.3361892609811,18.2859796112345,19.8355755264908,24.6239266746464,23.3284289898921,24.1437068272196,27.4353142618545,29.4657967663659,29.6181668636359,30.942743038925,32.2677733604263,35.2188502936798,36.8079827173471,40.4207200838141,45.6466860254367,42.8883503264251,48.855254619969351,49.792062566655439,53.703318876622752,55.717578763711515,67.420500045160381,66.752836393656452,62.013277823728977,57.9111282241347,54.527674307146121,56.574025436986034,52.881854389738621,50.991894730621,51.8374271650949,56.4969008214777,55.5861264375886,57.2783672738609,59.0997422185971,57.0476966865847,57.7801734821898,61.1240656265561,67.2562744899677,üü,17.894811528444457,10.032396897282583,yes,k,,üüü
227,,,Other fresh soft fruit,,g,16.0184049732067,16.9066231681951,15.061113302197,20.0008941863155,22.2452988284713,20.4746792053723,31.9993673190564,25.1549045950707,27.5830464090783,25.7406842808951,26.4782596995445,20.8586274651971,24.9951390846569,22.261770789599,20.5805694122598,22.3523814081666,19.5799984043227,20.6695717323205,16.1503567709428,14.7252517363631,17.9352497369324,18.834204608023,20.5345791450177,20.0272843257965,20.7762249881937,19.7673756586114,20.9540945160747,25.781853424952665,29.993746146714024,30.662626297220559,34.516805121515169,40.494591508356798,41.431556929699909,47.664978734431266,43.739783467917,46.540716331945774,46.739997813341752,45.91665188024632,50.429418913882,46.6394456508246,50.6837522144742,59.7949851018023,62.9054693560902,67.7838297367583,67.8119270340269,70.7316895899722,65.7191782656537,78.7801727915335,üü,16.1745082867251,19.87394679994922,yes,k,,üüü
228,,,Fresh bananas,,g,83.5490963075178,84.6764907032614,85.7579564087274,87.736331243032,87.4773128049577,85.2150188233253,91.2063463136298,92.4016003499208,86.7365258042937,84.6191934192052,86.1985479184318,83.1256032415799,90.5939729443009,94.9958934862839,105.714083385635,118.494555650671,130.135400722725,134.864095936501,149.985827514711,157.701349052746,168.941958247072,183.964781866949,192.451851787293,202.655231172822,204.994413966686,209.650482275269,213.997118924896,202.88166582937339,207.73319521679579,210.83075497989623,216.88198515755897,225.0436242322146,225.54521177581222,229.80092428513387,218.845160847659,205.47334235373953,204.42272035910696,219.99402785939171,214.047510532718,219.446818644232,221.202166897523,216.150673087842,215.071956242237,218.223241198385,219.24952486888,216.612790702756,208.008399517306,209.217392839805,üü,-4.5756687660209865,0.58122331853146958,,,,üüü
229,,,Fresh melons,,g,5.13124388948344,6.19226930605895,5.67543230305033,4.40145415923338,5.02257738017665,5.59463254116175,6.96915250944197,8.74719921931523,5.72170232587752,9.44590980147994,8.82358382631444,9.52241668192921,11.4967633328215,12.0427326049042,11.0907378347776,11.1501029809829,14.4935388912337,17.1789571357343,16.8343582956476,20.8519973308343,18.2394012324698,23.9624807591304,23.070277250265,23.480353588963,25.540308589446,25.9000922200682,27.3211758060963,38.434357910154674,40.566611188321737,38.007131971072319,37.967761856679033,36.604064270124809,38.742977172786887,36.55990733110125,32.6922429074093,28.235393818886436,30.445092152841593,30.923959578373672,32.6091685967402,33.1935218971241,37.0561869494909,35.4876611164704,36.0956105204772,52.2422483127611,50.809754451104,47.2528754798773,43.8433453796803,45.0827172703958,ü,-11.27153091483544,2.8268187109871725,,,,ü
231,,,Other fresh fruit,,g,19.818514289694,21.5648067348138,19.4688544563984,22.0878005463644,23.337839473351,20.1117697840755,23.8305504029501,22.9444836621217,19.7700249498054,20.3207974239751,20.3586897103283,18.4624293125628,22.3471719819685,21.4831105842523,18.7695767123217,17.7311707451734,19.9122909416379,23.1322501160934,21.4741102709687,24.2237616567409,22.090857558886,27.4224516406904,27.1056794295358,26.7375198481772,29.0050128123454,28.3123478715855,29.688866366107,21.810520936128068,24.314946722129886,21.941936209686943,27.629320344667956,31.173583955158566,36.265845527107786,39.903453821483048,40.9097488815842,39.375305741939542,44.389498951819533,39.320935496008744,43.4100123179354,42.0292378828687,42.3635920735218,40.6929608783383,39.3773121398608,47.5806326499604,37.4233512983354,42.1338947163891,38.7966843600153,40.113381849094,ü,7.1881070439521348,3.3938402489767374,,,,üü
233248,,Processed fruit and fruit products,,,g,215.956670634655,227.615511593132,225.883131969556,212.983540201867,217.981900668121,222.402130455793,249.708584487399,268.191390494893,278.183315797825,303.67472650072,296.738624658037,285.637308254244,348.226789711403,359.237690279806,361.254031704455,362.411282529715,337.928781434887,395.515787897257,362.402783406837,373.338219201368,373.621708533882,374.73209352516,382.712911481018,401.187084947741,421.068242859764,402.185799265086,424.337999061687,406.24855092720719,412.64780221957102,401.44608631770819,363.04036716350436,436.5763274255429,458.19012448684259,426.08744740439965,409.35740233521,381.38967331369821,377.96251821767964,385.44228638785415,362.339293049617,370.331830778279,329.989408882362,319.197600923882,312.530940169077,315.646813970629,312.437108067674,318.644872827085,312.47139290948,348.76620715053,üü,11.627651820086466,11.615403862447245,yes,,,üüü
233,,,"Tinned peaches, pears and pineapples",,g,66.7060393710924,64.8864252200206,60.229463804522,56.0553716841824,57.2375765300418,55.5165698598693,55.7972367154564,52.8383120908279,54.2804453118854,49.3708036479219,44.4797074741596,39.3166024359754,44.7088919603671,43.0219032213539,41.9028197106741,41.9481895898772,36.5625502217523,36.6008123452166,35.4248265057291,32.070507544657,31.6036925264056,31.0118699062177,27.1706185814028,27.5804499551428,22.9850316367013,21.0098998624027,24.0894280499644,18.624017060169535,17.964743014069878,16.57311943137713,15.616298457735891,14.514673914894079,16.845885727254206,13.936726667594067,12.0812697429769,11.790623123576205,11.871487863151645,12.220133869778129,12.3863102011151,10.4257241398873,11.2036271378509,10.8642961433112,10.8063791891302,8.88495598693546,9.79633812100913,11.4465387237452,11.2388864577868,11.6618372864311,,19.042821331587525,3.7632805548213,,,,ü
