Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,FileName
Guardian Heroes,SAT,1995,Role-Playing,Sega,0,0,0.29,0,Role-Playing
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.14,0,0.14,0.01,Role-Playing
Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,Role-Playing
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,Role-Playing
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.09,0,0.02,Role-Playing
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0.06,0,0.01,Role-Playing
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0,0,0.29,0,Role-Playing
"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,Role-Playing
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,Role-Playing
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0,Role-Playing
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0,0,0.29,0,Role-Playing
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.14,0.12,0,0.02,Role-Playing
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,Role-Playing
Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,Role-Playing
Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment,0.2,0.08,0,0.01,Role-Playing
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.28,0,Role-Playing
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.28,0.01,Role-Playing
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.28,0,Role-Playing
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,Role-Playing
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,Role-Playing
Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0,0.02,Role-Playing
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.02,Role-Playing
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0,0,0.27,0,Role-Playing
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,Role-Playing
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.09,0.12,0.02,0.04,Role-Playing
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0,0.01,Role-Playing
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0,0,0.27,0,Role-Playing
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,Role-Playing
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.01,Role-Playing
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,0,0,0.27,0,Role-Playing
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0,0.03,Role-Playing
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0,0.01,0.25,0.01,Role-Playing
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.1,0,0.16,0.01,Role-Playing
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.14,0,0.12,0.01,Role-Playing
Magical Vacation,GBA,2001,Role-Playing,Nintendo,0,0,0.26,0.01,Role-Playing
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,0.25,0,0,0.02,Role-Playing
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02,Role-Playing
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0,0.02,Role-Playing
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,Role-Playing
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,0.19,0.07,0,0,Role-Playing
Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,0.24,0,0,0.02,Role-Playing
"King's Field II",PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,Role-Playing
Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,0.08,0.03,0.14,0.01,Role-Playing
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.26,0,Role-Playing
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,Role-Playing
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,0.01,0.25,0,Role-Playing
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01,Role-Playing
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,Role-Playing
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.05,Role-Playing
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,Role-Playing
Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment,0.13,0,0.1,0.03,Role-Playing
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0,0.01,Role-Playing
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,Role-Playing
Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0,0.03,Role-Playing
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0,Role-Playing
Doukyuusei if,SAT,1996,Role-Playing,NEC,0,0,0.26,0,Role-Playing
"Baldur's Gate: Dark Alliance II",XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,Role-Playing
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,Role-Playing
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,0.14,0.1,0,0.02,Role-Playing
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04,Role-Playing
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0,0,0.25,0,Role-Playing
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,0.23,0.02,Role-Playing
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0,Role-Playing
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,Role-Playing
"Freshly-Picked: Tingle's Rosy Rupeeland",DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,Role-Playing
Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,0.17,0.04,0,0.04,Role-Playing
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,Role-Playing
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,Role-Playing
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,0.18,0.07,0,0,Role-Playing
Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,Role-Playing
Monster Hunter G,Wii,2009,Role-Playing,Capcom,0,0,0.25,0,Role-Playing
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,Role-Playing
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0,0.01,Role-Playing
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,Role-Playing
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,Role-Playing
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0,0.12,0.01,Role-Playing
Atelier Meruru: Alchemist of Arland 3,PS3,2011,Role-Playing,Nippon Ichi Software,0.05,0,0.18,0.01,Role-Playing
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,0.05,0,0.18,0.01,Role-Playing
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,Role-Playing
Summon Night 3,PS2,2003,Role-Playing,Banpresto,0,0,0.24,0,Role-Playing
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,Role-Playing
Sakura Wars: Atsuki Chishio Ni,PS2,2003,Role-Playing,Sega,0,0,0.24,0,Role-Playing
Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0,0.07,0.01,Role-Playing
Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0,0.01,Role-Playing
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,Role-Playing
Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0,0,0.24,0,Role-Playing
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,Role-Playing
Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0,0.03,Role-Playing
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,Role-Playing
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0,0.02,Role-Playing
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,Role-Playing
God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,Role-Playing
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,Role-Playing
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,Role-Playing
DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,Role-Playing
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,Role-Playing
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,Role-Playing
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,Role-Playing
Monster Hunter G,PS2,2005,Role-Playing,Capcom,0,0,0.23,0,Role-Playing
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04,Role-Playing
Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,Role-Playing
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,Role-Playing
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.04,Role-Playing
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0,0,Role-Playing
Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,Role-Playing
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,Role-Playing
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,Role-Playing
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,Role-Playing
.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,Role-Playing
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,Role-Playing
Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,Role-Playing
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,Role-Playing
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,Role-Playing
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,Role-Playing
Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.01,Role-Playing
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,Role-Playing
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0,0.01,Role-Playing
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,Role-Playing
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,Role-Playing
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.01,Role-Playing
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,Role-Playing
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,Role-Playing
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,Role-Playing
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0,0,0.22,0,Role-Playing
Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,Role-Playing
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0,Role-Playing
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,Role-Playing
Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,Role-Playing
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,Role-Playing
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,Role-Playing
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,Role-Playing
EVE Online,PC,2003,Role-Playing,CCP,0,0.19,0,0.02,Role-Playing
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,Role-Playing
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,Role-Playing
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,Role-Playing
"Final Fantasy Fables: Chocobo's Dungeon",Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,Role-Playing
Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0,0,0.21,0,Role-Playing
"The Bard's Tale",PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,Role-Playing
Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,Role-Playing
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,Role-Playing
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,Role-Playing
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,Role-Playing
Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01,Role-Playing
PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,Role-Playing
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,Role-Playing
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,Role-Playing
Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0,Role-Playing
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,Role-Playing
Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,Role-Playing
Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,0.14,0,0.06,0.01,Role-Playing
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,Role-Playing
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.03,Role-Playing
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,Role-Playing
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,Role-Playing
Shining Blade,PSP,2012,Role-Playing,Sega,0,0,0.2,0,Role-Playing
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,Role-Playing
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,Role-Playing
Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.02,Role-Playing
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,Role-Playing
7th Dragon 2020,PSP,2011,Role-Playing,Sega,0,0,0.2,0,Role-Playing
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,Role-Playing
The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing,Falcom Corporation,0,0,0.2,0,Role-Playing
Shining Hearts,PSP,2010,Role-Playing,Sega,0,0,0.2,0,Role-Playing
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,Role-Playing
Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0,Role-Playing
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,Role-Playing
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,Role-Playing
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,Role-Playing
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,Role-Playing
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,Role-Playing
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,Role-Playing
Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0,0,0.2,0,Role-Playing
"Baldur's Gate: Dark Alliance",XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,Role-Playing
Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,Role-Playing
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,Role-Playing
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,Role-Playing
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,Role-Playing
The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.12,0,0.03,Role-Playing
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.07,0.08,0,0.04,Role-Playing
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.13,0,0.06,0.01,Role-Playing
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,Role-Playing
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,Role-Playing
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,Role-Playing
Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,Role-Playing
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,Role-Playing
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,Role-Playing
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.13,0,0.04,0.02,Role-Playing
Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft,0.16,0.02,0,0.01,Role-Playing
Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,0,0,0.19,0,Role-Playing
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0,0,0.19,0,Role-Playing
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,Role-Playing
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.08,0.02,0.06,0.03,Role-Playing
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0,0,Role-Playing
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,Role-Playing
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,Role-Playing
3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,Role-Playing
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,Role-Playing
Little Battlers eXperience W,PSP,2012,Role-Playing,Level 5,0,0,0.19,0,Role-Playing
Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.16,0.03,0,0,Role-Playing
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.02,Role-Playing
Phantasy Star Nova,PSV,2014,Role-Playing,Sega,0,0,0.19,0,Role-Playing
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,Role-Playing
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0,0,0.19,0,Role-Playing
.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0,0.02,Role-Playing
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,Role-Playing
Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,Role-Playing
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,Role-Playing
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0,Role-Playing
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,Role-Playing
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.07,0.03,0.05,0.03,Role-Playing
Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,Role-Playing
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,Role-Playing
Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,Role-Playing
Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.09,0,0.07,0.02,Role-Playing
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.02,Role-Playing
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,Role-Playing
Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,Role-Playing
Summon Night 4,PS2,2006,Role-Playing,Banpresto,0,0,0.18,0,Role-Playing
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,Square Enix,0,0,0.17,0,Role-Playing
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,Role-Playing
The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0,0.02,Role-Playing
Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.03,0,0.14,0,Role-Playing
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0,0,0.17,0,Role-Playing
.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.17,0,Role-Playing
The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0,0.01,Role-Playing
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,Role-Playing
Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,Role-Playing
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0,Role-Playing
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,Role-Playing
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.17,0,Role-Playing
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0,0,0.17,0,Role-Playing
Valkyria Chronicles,PS4,2016,Role-Playing,Sega,0.06,0.04,0.05,0.02,Role-Playing
Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0,0,0.17,0,Role-Playing
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,Role-Playing
Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0,0,0.17,0,Role-Playing
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.02,Role-Playing
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0,0,0.17,0,Role-Playing
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,Role-Playing
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,Role-Playing
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0,0,0.16,0,Role-Playing
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0,0,0.16,0,Role-Playing
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,Role-Playing
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,Role-Playing
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.12,0,0.03,0.01,Role-Playing
The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0,0,0.16,0,Role-Playing
"King's Field",PS,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0,0.01,Role-Playing
